id,cui_microbe,cui_disease,neg_relations,pos_relations,strength_raw,strength_IF
0,C0752020,C0003864,1,0,-1,-0.461
1,C0752020,C0011991,1,0,-1,-0.461
2,C0752016,C0006142,1,0,-1,-0.699
3,C0752016,C0279000,1,0,-1,-0.699
4,C0027147,C4069284,0,1,1,0.692
5,C0027147,C0032584,0,1,1,0.956
6,C0027147,C0011991,1,0,-1,-0.783
7,C0027147,C0031099,1,0,-1,-0.885
8,C0027147,C0011849,1,0,-1,-0.885
9,C0027147,C0009450,1,0,-1,-1.248
10,C0027147,C0026946,1,0,-1,-0.783
11,C0027147,C0027651,0,1,1,0.855
12,C0027147,C0008350,0,1,1,0.677
13,C0751989,C0036341,0,2,2,1.77
14,C0751989,C0241863,0,1,1,0.558
15,C0751989,C0003615,1,0,-1,-0.783
16,C0751989,C1269683,0,1,1,0.656
17,C0751989,C0011991,2,1,-1,-0.689
18,C0751989,C0338656,1,0,-1,-0.957
19,C0751989,C0362046,0,1,1,0.635
20,C0751989,C0009566,0,1,1,1.226
21,C0751989,C0011570,0,1,1,0.902
22,C0751989,C0032080,1,0,-1,-1.248
23,C0751989,C3889047,0,1,1,0.699
24,C0751989,C0025517,0,1,1,0.789
25,C0751989,C0039263,1,0,-1,-0.793
26,C0751989,C0001925,1,0,-1,-0.793
27,C0751989,C0008350,0,1,1,1.248
28,C0751989,C0015695,1,0,-1,-0.819
29,C0751989,C0178238,1,0,-1,-0.783
30,C0751989,C0036690,1,0,-1,-0.783
31,C0751989,C0001342,0,1,1,0.885
32,C0751989,C0524620,0,2,2,2.126
33,C0751989,C0011847,0,1,1,1.106
34,C0751989,C0028754,0,2,2,2.126
35,C0751989,C0005586,1,0,-1,-0.783
36,C0751989,C0023890,2,0,-2,-1.726
37,C0751989,C0020676,1,0,-1,-0.782
38,C0751989,C0020550,1,0,-1,-0.782
39,C0751989,C0525045,0,1,1,0.944
40,C0751989,C0031099,0,4,4,3.5
41,C0751989,C0009324,0,3,3,2.922
42,C0751989,C0042769,1,0,-1,-0.891
43,C0751989,C3658208,1,2,1,0.736
44,C0751989,C0010346,1,1,0,-0.124
45,C0751989,C0009402,0,1,1,1.047
46,C0751989,C0027651,0,1,1,0.818
47,C0751989,C0009450,2,1,-1,-0.395
48,C0751989,C0020877,0,1,1,0.975
49,C0751989,C0009319,1,5,4,3.553
50,C0751989,C0021368,4,3,-1,2.247
51,C0751989,C0003850,0,1,1,3.5
52,C0751989,C0006826,0,2,2,4.199
53,C0751989,C0042384,1,0,-1,-0.783
54,C0751989,C0160420,1,0,-1,-0.783
55,C0751989,C0021390,0,1,1,3.5
56,C0751989,C0596263,0,1,1,3.5
57,C0751989,C0001430,0,1,1,0.612
58,C0004611,C3275700,0,1,1,0.704
59,C0004611,C0023885,0,1,1,3.5
60,C0004611,C0034103,0,1,1,3.5
61,C0004611,C0009806,0,1,1,0.826
62,C0004611,C0004352,0,1,1,0.783
63,C0004611,C0023890,0,1,1,0.423
64,C0004611,C0019159,0,1,1,0.423
65,C0004611,C0013371,0,1,1,0.699
66,C0004611,C0343386,1,0,-1,-0.975
67,C0004611,C0035235,1,0,-1,-3.5
68,C0004611,C0018520,0,1,1,3.5
69,C0004611,C3658208,0,2,2,1.525
70,C0004611,C0022876,0,1,1,0.89
71,C0004611,C0241863,1,2,1,3.708
72,C0004611,C0009376,1,0,-1,-0.726
73,C0004611,C0949059,1,0,-1,-0.726
74,C0004611,C0027051,1,0,-1,-0.495
75,C0004611,C0007222,1,1,0,0.298
76,C0004611,C0161816,1,0,-1,-0.793
77,C0004611,C0008312,1,0,-1,-0.677
78,C0004611,C0018801,0,1,1,0.724
79,C0004611,C0037284,0,1,1,0.788
80,C0004611,C0406682,0,1,1,0.788
81,C0004611,C0362046,1,1,0,-0.031
82,C0004611,C0009324,1,1,0,0.068
83,C0004611,C0026946,1,0,-1,-1.115
84,C0004611,C0851162,1,1,0,0.0
85,C0004611,C0011847,6,1,-5,-3.271
86,C0004611,C0043094,1,0,-1,-0.668
87,C0004611,C0021831,1,0,-1,-1.226
88,C0004611,C1302401,0,1,1,0.818
89,C0004611,C0009450,2,4,2,4.658
90,C0004611,C0027651,0,2,2,2.543
91,C0004611,C0021368,1,2,1,0.368
92,C0004611,C0020443,0,1,1,0.826
93,C0004611,C0006142,1,0,-1,-0.783
94,C0004611,C0029456,2,0,-2,-1.476
95,C0004611,C0028754,3,1,-2,-1.497
96,C0004611,C0001430,1,0,-1,-0.86
97,C0004611,C0003615,0,1,1,1.226
98,C0004611,C0160390,0,1,1,0.704
99,C0004611,C0006826,2,2,0,0.099
100,C0004611,C0149978,0,1,1,0.944
101,C0004611,C0281361,0,1,1,0.944
102,C0004611,C0003850,5,1,-4,-3.452
103,C0004611,C4703473,2,0,-2,-1.51
104,C0004611,C0016059,0,1,1,0.865
105,C0004611,C0042251,0,4,4,2.903
106,C0004611,C0009319,0,2,2,0.911
107,C0004611,C0024530,1,0,-1,-1.248
108,C0004611,C0241910,0,2,2,1.888
109,C0004611,C0035243,0,1,1,1.23
110,C0004611,C0007102,1,0,-1,-0.745
111,C0004611,C0031099,1,3,2,4.111
112,C0004611,C0011991,4,0,-4,-4.176
113,C1475473,C0011991,1,0,-1,-0.461
114,C4395754,C0033860,1,0,-1,-0.783
115,C1223004,C0014179,0,1,1,0.783
116,C0751986,C0021368,0,4,4,2.657
117,C0751986,C0037199,0,1,1,1.226
118,C0751986,C0024117,0,1,1,1.226
119,C0751986,C0699949,0,1,1,1.226
120,C0751986,C0032584,0,1,1,0.956
121,C0751986,C0279000,1,0,-1,-0.774
122,C0751986,C0007103,1,0,-1,-0.774
123,C0751986,C1850496,0,1,1,0.784
124,C0751986,C0006114,0,1,1,0.784
125,C0751986,C5394393,0,1,1,0.784
126,C0751986,C0574960,0,1,1,1.19
127,C0751986,C1282952,0,1,1,1.19
128,C0751986,C0011991,1,0,-1,-0.783
129,C0751986,C0019158,1,0,-1,-0.783
130,C0751986,C3850141,1,0,-1,-0.783
131,C0751986,C0015672,1,0,-1,-3.5
132,C0751986,C0041696,1,0,-1,-0.793
133,C0751986,C0042900,1,0,-1,-0.793
134,C0751986,C0018801,0,1,1,0.783
135,C0751986,C3889047,0,1,1,0.826
136,C0751986,C0011847,1,0,-1,-1.248
137,C0751986,C0032080,1,0,-1,-1.248
138,C0751986,C0010346,0,3,3,2.11
139,C0751986,C0003850,0,1,1,0.739
140,C0751986,C0152013,0,1,1,0.848
141,C0751986,C0035455,2,0,-2,-4.726
142,C0751986,C0019187,1,0,-1,-0.692
143,C0751986,C0220658,0,1,1,0.821
144,C0751986,C4061114,0,1,1,0.89
145,C0751986,C0004623,1,0,-1,-0.783
146,C0751986,C1704272,1,0,-1,-0.673
147,C0751986,C0006142,1,0,-1,-0.673
148,C0751986,C0036974,1,2,1,0.783
149,C0751986,C0005684,0,1,1,0.254
150,C0751986,C0011265,0,2,2,1.394
151,C0751986,C0740339,0,1,1,0.783
152,C0751986,C0001430,0,1,1,0.634
153,C0751986,C0035243,2,0,-2,-4.227
154,C0751986,C3658208,0,1,1,0.73
155,C0751986,C0857121,0,1,1,0.975
156,C0751986,C0028754,0,1,1,1.344
157,C0751986,C0025160,1,0,-1,-0.783
158,C0751986,C0033581,0,1,1,0.381
159,C0751986,C0009324,0,1,1,0.975
160,C0751986,C0243026,0,2,2,4.15
161,C0751986,C0032091,0,1,1,0.699
162,C0751986,C0851162,0,1,1,0.793
163,C0751986,C0009319,0,2,2,1.649
164,C0751986,C0006309,0,1,1,0.944
165,C0751986,C0003615,0,2,2,4.283
166,C0751986,C0014859,1,0,-1,-3.5
167,C0751986,C0241863,1,1,0,0.455
168,C0751986,C0525045,0,2,2,1.563
169,C0751986,C0344315,1,0,-1,-0.783
170,C0751986,C0376358,2,4,2,1.062
171,C0751986,C0027651,3,5,2,1.7
172,C0751986,C0007134,1,0,-1,-0.826
173,C0751986,C0042769,1,0,-1,-0.574
174,C0751986,C0032269,1,0,-1,-0.665
175,C0751986,C0009402,0,1,1,1.047
176,C0751986,C0242379,1,1,0,0.163
177,C0751986,C0023890,3,2,-1,-0.755
178,C0751986,C0948089,0,1,1,0.783
179,C0751986,C0017152,0,1,1,0.865
180,C0751986,C0004364,0,3,3,2.234
181,C0751986,C0235974,0,1,1,0.818
182,C0751986,C0242184,0,1,1,0.677
183,C0751986,C0009450,3,6,3,4.145
184,C0751986,C0006826,2,2,0,0.315
185,C0751986,C0011570,1,1,0,-0.164
186,C0751986,C2717864,1,0,-1,-0.982
187,C1014578,C0003864,1,0,-1,-0.461
188,C1014578,C0011991,1,0,-1,-0.461
189,C1006466,C0009421,0,1,1,0.438
190,C1006466,C0020649,0,1,1,0.438
191,C1210563,C0004352,1,8,7,10.988
192,C1210563,C1532959,0,1,1,0.692
193,C1210563,C4684820,1,0,-1,-0.818
194,C1210563,C0600688,1,0,-1,-0.934
195,C1210563,C0022658,0,1,1,0.558
196,C1210563,C1458155,1,0,-1,-0.885
197,C1210563,C0235272,0,1,1,0.692
198,C1210563,C0019187,1,0,-1,-0.656
199,C1210563,C0279637,0,1,1,0.944
200,C1210563,C0004763,0,1,1,3.5
201,C1210563,C0014859,0,1,1,3.5
202,C1210563,C0024143,1,0,-1,-0.758
203,C1210563,C0020179,1,0,-1,-0.789
204,C1210563,C0699889,0,1,1,0.783
205,C1210563,C0035412,0,1,1,0.783
206,C1210563,C0596263,1,0,-1,-0.793
207,C1210563,C0555307,1,0,-1,-0.655
208,C1210563,C0024620,0,1,1,0.783
209,C1210563,C0007766,0,1,1,3.5
210,C1210563,C0002940,0,1,1,3.5
211,C1210563,C0023896,1,0,-1,-0.47
212,C1210563,C0003469,0,1,1,0.783
213,C1210563,C0024899,1,0,-1,-1.941
214,C1210563,C3662483,1,0,-1,-1.941
215,C1210563,C0155877,1,0,-1,-3.5
216,C1210563,C0035229,1,0,-1,-0.677
217,C1210563,C0031485,1,0,-1,-0.32
218,C1210563,C0017154,0,1,1,0.692
219,C1210563,C0853897,0,1,1,0.777
220,C1210563,C0232459,0,1,1,0.699
221,C1210563,C0233514,0,1,1,0.865
222,C1210563,C0029118,0,1,1,0.783
223,C1210563,C0151683,0,1,1,0.767
224,C1210563,C0740903,1,0,-1,-0.793
225,C1210563,C0376620,0,1,1,0.885
226,C1210563,C0041696,0,1,1,0.793
227,C1210563,C0023467,2,0,-2,-1.57
228,C1210563,C0023449,1,0,-1,-0.777
229,C1210563,C0008312,1,0,-1,-3.5
230,C1210563,C0020875,1,0,-1,-0.699
231,C1210563,C1827547,0,1,1,0.784
232,C1210563,C0004044,0,1,1,0.783
233,C1210563,C0917801,0,1,1,0.826
234,C1210563,C0006111,0,1,1,0.666
235,C1210563,C0700345,0,1,1,0.386
236,C1210563,C0014179,0,1,1,0.386
237,C1210563,C1510586,0,2,2,1.269
238,C1210563,C0559031,0,4,4,3.059
239,C1210563,C1535926,0,1,1,0.875
240,C1210563,C5441521,0,1,1,0.875
241,C1210563,C0338908,0,1,1,0.875
242,C1210563,C1334228,1,0,-1,-0.975
243,C1210563,C0038002,0,1,1,0.944
244,C1210563,C0006271,0,1,1,0.826
245,C1210563,C0729531,0,1,1,0.783
246,C1210563,C0009373,0,1,1,0.508
247,C1210563,C0687713,0,2,2,1.678
248,C1210563,C0018889,1,0,-1,-0.944
249,C1210563,C1333990,1,0,-1,-0.793
250,C1210563,C0001418,1,0,-1,-0.956
251,C1210563,C0023860,1,0,-1,-0.944
252,C1210563,C0400966,1,1,0,0.221
253,C1210563,C0020456,0,1,1,0.783
254,C1210563,C0856825,1,0,-1,-0.535
255,C1210563,C0231187,1,0,-1,-1.478
256,C1210563,C0518989,1,0,-1,-1.813
257,C1210563,C0014038,0,1,1,0.574
258,C1210563,C0279000,0,1,1,3.5
259,C1210563,C0079840,2,0,-2,-4.655
260,C1210563,C0003125,1,0,-1,-0.784
261,C1210563,C0013473,1,0,-1,-0.784
262,C1210563,C0020676,0,1,1,0.927
263,C1210563,C0086132,1,0,-1,-0.826
264,C1210563,C0012813,1,0,-1,-1.53
265,C1210563,C0242339,1,0,-1,-0.696
266,C1210563,C0919267,0,1,1,0.713
267,C1210563,C0009566,1,0,-1,-0.975
268,C1210563,C0524851,0,1,1,1.126
269,C1210563,C0013604,0,1,1,0.758
270,C1210563,C0205721,1,1,0,-0.013
271,C1210563,C3164407,0,1,1,3.5
272,C1210563,C0010418,1,0,-1,-1.248
273,C1210563,C3549934,0,1,1,0.784
274,C1210563,C0035455,0,1,1,0.259
275,C1210563,C0013369,0,1,1,0.54
276,C1210563,C0085669,1,0,-1,-0.658
277,C1210563,C0524620,1,2,1,0.614
278,C1210563,C1279264,1,0,-1,-0.699
279,C1210563,C0018799,1,0,-1,-0.666
280,C1210563,C0032965,1,0,-1,-0.186
281,C1210563,C0042998,1,0,-1,-0.523
282,C1210563,C0940937,0,1,1,1.106
283,C1210563,C0024894,0,1,1,0.401
284,C1210563,C0085281,0,1,1,0.677
285,C1210563,C0086565,1,0,-1,-1.049
286,C1210563,C0011603,1,1,0,-1.085
287,C1210563,C0178238,1,0,-1,-1.804
288,C1210563,C0243026,1,0,-1,-0.944
289,C1210563,C0238106,0,1,1,0.696
290,C1210563,C0008373,0,1,1,0.783
291,C1210563,C3842628,0,1,1,0.692
292,C1210563,C0002622,0,1,1,0.692
293,C1210563,C1457887,1,0,-1,-0.512
294,C1210563,C0026771,0,2,2,1.719
295,C1210563,C0004030,1,0,-1,-0.793
296,C1210563,C0339961,1,0,-1,-0.793
297,C1210563,C0206677,1,0,-1,-0.928
298,C1210563,C0014175,1,1,0,0.09
299,C1210563,C0038012,0,1,1,0.783
300,C1210563,C0035242,1,0,-1,-1.581
301,C1210563,C0338656,1,4,3,2.02
302,C1210563,C0005697,0,1,1,1.459
303,C1210563,C0037929,0,1,1,1.459
304,C1210563,C0005684,1,0,-1,-0.254
305,C1210563,C0024131,2,1,-1,-3.587
306,C1210563,C0033860,1,2,1,-0.429
307,C1210563,C0016658,1,0,-1,-0.87
308,C1210563,C0015696,1,0,-1,-0.819
309,C1210563,C0027872,0,1,1,0.849
310,C1210563,C1269683,2,4,2,1.115
311,C1210563,C0003811,0,1,1,0.826
312,C1210563,C1262477,1,2,1,-0.091
313,C1210563,C0160390,1,0,-1,-0.944
314,C1210563,C0151594,0,1,1,0.574
315,C1210563,C0220994,2,1,-1,-0.838
316,C1210563,C0085605,0,1,1,3.5
317,C1210563,C2239176,2,0,-2,-1.566
318,C1210563,C0023895,3,5,2,4.118
319,C1210563,C0022104,2,5,3,1.75
320,C1210563,C0013421,0,2,2,1.494
321,C1210563,C3241937,3,2,-1,1.504
322,C1210563,C0334044,0,1,1,3.5
323,C1210563,C2118460,2,0,-2,-1.735
324,C1210563,C0948780,0,1,1,0.653
325,C1210563,C0032285,2,1,-1,-0.925
326,C1210563,C0003869,0,1,1,0.653
327,C1210563,C0034103,0,1,1,0.653
328,C1210563,C0003862,0,1,1,0.784
329,C1210563,C0014118,0,1,1,0.793
330,C1210563,C0333355,1,1,0,0.0
331,C1210563,C0032343,0,1,1,0.793
332,C1210563,C0022116,1,0,-1,-0.731
333,C1210563,C0235974,2,0,-2,-1.636
334,C1210563,C1960636,0,1,1,0.783
335,C1210563,C0034069,1,0,-1,-0.826
336,C1210563,C0014356,2,0,-2,-1.48
337,C1210563,C0017086,0,1,1,0.735
338,C1210563,C0406632,1,0,-1,-3.5
339,C1210563,C0037274,0,1,1,3.5
340,C1210563,C0007847,1,1,0,-0.105
341,C1210563,C0003873,1,2,1,0.955
342,C1210563,C0267454,0,1,1,0.604
343,C1210563,C0017574,1,2,1,0.285
344,C1210563,C0362046,6,0,-6,-4.634
345,C1210563,C0338831,0,1,1,0.722
346,C1210563,C0085166,0,1,1,0.535
347,C1210563,C0019158,3,0,-3,-4.903
348,C1210563,C0019693,2,2,0,-3.266
349,C1210563,C0038436,1,0,-1,-0.636
350,C1210563,C0333516,1,0,-1,-0.789
351,C1210563,C0020538,2,4,2,1.564
352,C1210563,C0162429,0,4,4,3.673
353,C1210563,C4727465,0,2,2,3.913
354,C1210563,C0008350,0,1,1,0.783
355,C1210563,C0018843,0,1,1,0.786
356,C1210563,C0038454,3,1,-2,-1.832
357,C1210563,C0007222,0,2,2,1.482
358,C1210563,C0003864,0,4,4,5.919
359,C1210563,C0041296,4,0,-4,-3.104
360,C1210563,C0566602,3,0,-3,-4.854
361,C1210563,C0271650,0,4,4,5.83
362,C1210563,C1561826,1,1,0,-0.082
363,C1210563,C0015672,0,1,1,1.047
364,C1210563,C0242422,1,0,-1,-0.826
365,C1210563,C0002792,2,0,-2,-3.579
366,C1210563,C1844666,1,0,-1,-1.638
367,C1210563,C0021375,1,0,-1,-1.638
368,C1210563,C4703473,0,1,1,1.825
369,C1210563,C0152013,1,0,-1,-0.493
370,C1210563,C0022107,0,1,1,0.699
371,C1210563,C0242379,0,3,3,4.93
372,C1210563,C0242184,0,3,3,2.142
373,C1210563,C0003850,2,0,-2,-4.684
374,C1210563,C0267465,1,0,-1,-0.756
375,C1210563,C0006434,1,0,-1,-0.679
376,C1210563,C0332572,0,1,1,1.502
377,C1210563,C0001925,0,2,2,1.958
378,C1210563,C0012634,1,0,-1,-0.826
379,C1210563,C0679407,1,2,1,0.899
380,C1210563,C0019151,3,1,-2,-4.34
381,C1210563,C0041582,1,1,0,-0.149
382,C1210563,C0003962,1,3,2,1.532
383,C1210563,C0178417,1,0,-1,-0.692
384,C1210563,C0525045,0,1,1,0.692
385,C1210563,C0022876,1,0,-1,-0.574
386,C1210563,C0151526,1,1,0,0.208
387,C1210563,C0001430,1,1,0,-0.521
388,C1210563,C0011581,1,3,2,1.22
389,C1210563,C0524910,1,0,-1,-0.532
390,C1210563,C0039614,2,1,-1,0.331
391,C1210563,C0041466,0,1,1,1.226
392,C1210563,C0019080,1,2,1,0.398
393,C1210563,C0020877,0,2,2,5.002
394,C1210563,C0267375,1,1,0,-0.47
395,C1210563,C0032584,1,1,0,-0.133
396,C1210563,C0004936,5,3,-2,-0.895
397,C1210563,C0033975,0,2,2,1.566
398,C1210563,C0086795,0,1,1,0.738
399,C1210563,C0016059,2,0,-2,-1.656
400,C1210563,C0376618,4,2,-2,-1.579
401,C1210563,C0021053,0,1,1,0.562
402,C1210563,C0042267,0,1,1,0.562
403,C1210563,C0851162,7,6,-1,-7.042
404,C1210563,C0004364,2,1,-1,-1.353
405,C1210563,C0263505,0,2,2,1.475
406,C1210563,C0019196,6,0,-6,-5.167
407,C1210563,C0004930,0,1,1,0.604
408,C1210563,C0003123,0,1,1,0.37
409,C1210563,C0009402,16,3,-13,-15.689
410,C1210563,C0037116,3,1,-2,-1.319
411,C1210563,C0007131,2,1,-1,1.924
412,C1210563,C0036341,0,5,5,6.605
413,C1210563,C0524528,0,2,2,1.598
414,C1210563,C0014544,2,0,-2,-3.901
415,C1210563,C0020517,9,0,-9,-6.882
416,C1210563,C0003467,0,9,9,7.203
417,C1210563,C0000768,2,0,-2,-1.304
418,C1210563,C2936476,1,1,0,0.0
419,C1210563,C0745744,4,0,-4,-5.183
420,C1210563,C0015695,5,2,-3,-5.171
421,C1210563,C0344315,6,1,-5,-4.031
422,C1210563,C0005586,1,4,3,2.64
423,C1210563,C0043251,0,4,4,2.711
424,C1210563,C0011570,9,5,-4,0.228
425,C1210563,C0376358,0,3,3,1.864
426,C1210563,C0001144,7,1,-6,-6.417
427,C1210563,C0001973,4,0,-4,-6.013
428,C1210563,C0521654,1,0,-1,-0.865
429,C1210563,C0751955,1,0,-1,-0.865
430,C1210563,C0948008,3,0,-3,-2.302
431,C1210563,C0025517,6,0,-6,-4.565
432,C1210563,C0036690,1,0,-1,-0.862
433,C1210563,C0043094,5,4,-1,-1.219
434,C1210563,C0392756,2,0,-2,-1.273
435,C1210563,C0030193,2,1,-1,-0.577
436,C1210563,C0011334,0,6,6,7.243
437,C1210563,C0024623,1,0,-1,-0.692
438,C1210563,C0042251,0,5,5,3.02
439,C1210563,C0007137,0,2,2,0.967
440,C1210563,C0279626,0,1,1,0.554
441,C1210563,C1333468,0,4,4,6.368
442,C1210563,C0040896,1,0,-1,-0.944
443,C1210563,C0029456,1,2,1,0.859
444,C1210563,C0029453,1,1,0,0.193
445,C1210563,C0007102,5,3,-2,0.78
446,C1210563,C0857121,0,1,1,0.658
447,C1210563,C0026769,0,1,1,1.183
448,C1210563,C0011265,2,1,-1,-0.761
449,C1210563,C0234985,1,0,-1,-0.782
450,C1210563,C0021831,3,2,-1,-0.455
451,C1210563,C3889047,9,1,-8,-10.312
452,C1210563,C0031099,1,2,1,0.34
453,C1210563,C0085207,2,0,-2,-1.319
454,C1210563,C0028754,21,16,-5,-0.784
455,C1210563,C0343386,5,1,-4,-4.291
456,C1210563,C0002170,1,3,2,-1.697
457,C1210563,C0025202,9,5,-4,-0.798
458,C1210563,C0235032,1,0,-1,-0.674
459,C1210563,C0030567,1,3,2,7.171
460,C1210563,C0241863,8,7,-1,-2.782
461,C1210563,C0007134,0,1,1,0.982
462,C1210563,C0010346,23,5,-18,-17.22
463,C1210563,C0009324,4,4,0,-1.028
464,C1210563,C0021390,25,6,-19,-16.733
465,C1210563,C0085762,1,0,-1,-0.793
466,C1210563,C0018133,28,3,-25,-21.813
467,C1210563,C0017536,0,2,2,1.566
468,C1210563,C0149725,1,0,-1,-0.669
469,C1210563,C0006142,4,5,1,2.464
470,C1210563,C0013537,1,0,-1,-0.783
471,C1210563,C0023890,35,16,-19,-26.552
472,C1210563,C0002395,3,1,-2,-1.964
473,C1210563,C0009319,38,24,-14,-13.851
474,C1210563,C0021368,51,19,-32,-33.81
475,C1210563,C0011849,6,2,-4,-12.334
476,C1210563,C0520679,1,0,-1,-0.98
477,C1210563,C3658208,16,10,-6,-1.928
478,C1210563,C0009187,1,0,-1,-0.783
479,C1210563,C0011847,17,11,-6,-8.567
480,C1210563,C0036572,1,5,4,0.151
481,C1210563,C0000737,0,3,3,2.299
482,C1210563,C0011991,14,12,-2,2.174
483,C1210563,C0027651,36,15,-21,-21.252
484,C1210563,C0006826,15,9,-6,-5.852
485,C1210563,C0014335,2,2,0,0.235
486,C1210563,C0009450,47,27,-20,-24.915
487,C1210563,C0009806,5,3,-2,-9.824
488,C0009054,C3658208,26,25,-1,0.692
489,C0009054,C0006818,0,1,1,0.783
490,C0009054,C0442874,0,1,1,1.0
491,C0009054,C0231749,0,1,1,0.944
492,C0009054,C1458155,1,0,-1,-0.699
493,C0009054,C0340652,1,0,-1,-0.944
494,C0009054,C0333575,1,0,-1,-0.658
495,C0009054,C0521604,1,0,-1,-0.681
496,C0009054,C0041981,0,1,1,1.096
497,C0009054,C0020542,1,0,-1,-0.699
498,C0009054,C0279628,0,1,1,3.5
499,C0009054,C0028768,0,1,1,3.5
500,C0009054,C0525041,1,0,-1,-0.617
501,C0009054,C0346627,0,1,1,0.975
502,C0009054,C0036330,1,0,-1,-0.944
503,C0009054,C1858395,0,1,1,0.777
504,C0009054,C0000768,1,0,-1,-0.793
505,C0009054,C0002792,1,0,-1,-3.5
506,C0009054,C0153662,1,0,-1,-0.783
507,C0009054,C0151546,0,2,2,4.274
508,C0009054,C1699140,0,1,1,0.783
509,C0009054,C0038165,0,1,1,0.745
510,C0009054,C0600327,0,1,1,0.745
511,C0009054,C0012813,2,0,-2,-1.358
512,C0009054,C0010200,1,0,-1,-0.699
513,C0009054,C0740457,0,1,1,1.941
514,C0009054,C0392171,0,1,1,0.553
515,C0009054,C0011974,1,0,-1,-0.654
516,C0009054,C0011206,0,1,1,0.699
517,C0009054,C4086551,0,1,1,0.927
518,C0009054,C0085631,1,0,-1,-1.128
519,C0009054,C0153452,0,1,1,0.774
520,C0009054,C0041105,0,1,1,3.5
521,C0009054,C0149521,0,1,1,0.53
522,C0009054,C0021846,0,1,1,0.259
523,C0009054,C1270972,1,0,-1,-0.982
524,C0009054,C0542037,1,0,-1,-0.713
525,C0009054,C0041849,0,1,1,0.783
526,C0009054,C4703473,0,2,2,1.433
527,C0009054,C0013384,1,0,-1,-0.577
528,C0009054,C0497406,1,0,-1,-0.774
529,C0009054,C0949059,0,2,2,7.0
530,C0009054,C0029408,0,1,1,3.5
531,C0009054,C0019340,0,1,1,3.5
532,C0009054,C1298685,0,1,1,0.754
533,C0009054,C0524909,1,0,-1,-1.085
534,C0009054,C0544452,0,1,1,0.699
535,C0009054,C0010340,1,0,-1,-0.944
536,C0009054,C0037199,1,0,-1,-1.226
537,C0009054,C0392756,1,0,-1,-0.523
538,C0009054,C0699748,0,1,1,0.692
539,C0009054,C0282350,0,1,1,1.106
540,C0009054,C0004044,0,1,1,0.783
541,C0009054,C0014859,0,1,1,0.944
542,C0009054,C0220994,1,0,-1,-0.609
543,C0009054,C0282616,1,0,-1,-0.975
544,C0009054,C0267390,0,1,1,0.783
545,C0009054,C2063754,0,1,1,0.783
546,C0009054,C0020443,1,1,0,0.131
547,C0009054,C1301959,0,1,1,3.5
548,C0009054,C0221423,0,1,1,3.5
549,C0009054,C0003872,1,0,-1,-0.837
550,C0009054,C0149925,0,1,1,0.944
551,C0009054,C0400936,1,1,0,3.05
552,C0009054,C0269048,0,1,1,0.509
553,C0009054,C2076600,1,0,-1,-0.826
554,C0009054,C0574960,0,1,1,1.19
555,C0009054,C1282952,0,1,1,1.19
556,C0009054,C1262482,1,0,-1,-0.664
557,C0009054,C0520459,0,1,1,0.956
558,C0009054,C0007137,0,3,3,2.419
559,C0009054,C0152013,0,1,1,0.658
560,C0009054,C0027873,1,0,-1,-0.611
561,C0009054,C0042029,1,1,0,0.188
562,C0009054,C0026946,1,0,-1,-0.783
563,C0009054,C0206752,1,0,-1,-1.825
564,C0009054,C0524851,0,1,1,0.512
565,C0009054,C0005403,0,1,1,0.783
566,C0009054,C0036310,0,1,1,0.726
567,C0009054,C0559031,0,1,1,0.73
568,C0009054,C0161819,0,1,1,0.793
569,C0009054,C0004096,0,1,1,0.511
570,C0009054,C0008679,1,2,1,0.73
571,C0009054,C0003868,0,1,1,0.453
572,C0009054,C0018213,0,1,1,0.793
573,C0009054,C0086692,0,1,1,0.308
574,C0009054,C4551463,0,1,1,0.502
575,C0009054,C0333641,1,0,-1,-1.502
576,C0009054,C0240417,1,0,-1,-0.704
577,C0009054,C0026846,1,0,-1,-0.704
578,C0009054,C0393899,1,0,-1,-3.5
579,C0009054,C1707628,0,1,1,0.574
580,C0009054,C3808303,0,1,1,0.793
581,C0009054,C0000833,0,2,2,4.283
582,C0009054,C0745744,0,1,1,0.793
583,C0009054,C0008495,0,1,1,0.805
584,C0009054,C0038002,1,0,-1,-0.944
585,C0009054,C0497156,1,0,-1,-0.944
586,C0009054,C0746552,1,0,-1,-0.944
587,C0009054,C1290886,1,0,-1,-0.826
588,C0009054,C0014371,0,2,2,1.61
589,C0009054,C0002438,1,0,-1,-0.692
590,C0009054,C0400979,0,1,1,0.794
591,C0009054,C0029896,0,1,1,0.699
592,C0009054,C0003578,1,0,-1,-0.793
593,C0009054,C0338908,0,1,1,0.692
594,C0009054,C0027746,0,1,1,0.775
595,C0009054,C0701818,0,1,1,0.558
596,C0009054,C0234245,1,0,-1,-0.699
597,C0009054,C0021053,1,0,-1,-0.944
598,C0009054,C0235952,0,1,1,0.699
599,C0009054,C1299888,1,0,-1,-0.502
600,C0009054,C0267353,0,1,1,0.182
601,C0009054,C4703391,0,1,1,0.594
602,C0009054,C1535950,0,2,2,1.727
603,C0009054,C0679360,0,1,1,0.783
604,C0009054,C0008325,0,1,1,0.885
605,C0009054,C0016977,0,1,1,0.885
606,C0009054,C0005940,1,0,-1,-0.713
607,C0009054,C0042131,0,1,1,0.509
608,C0009054,C0376620,0,3,3,5.209
609,C0009054,C0038012,0,1,1,0.865
