id,cui_microbe,cui_disease,neg_relations,pos_relations,strength_raw,strength_IF
55894,C0085483,C0341858,0,1,1,0.783
55895,C0085483,C0205721,0,1,1,3.5
55896,C0085483,C0235974,0,3,3,5.105
55897,C0085483,C0596263,1,1,0,-2.27
55898,C0085483,C0021368,0,4,4,2.9
55899,C0085483,C0014335,0,1,1,0.793
55900,C0085483,C0019054,0,1,1,0.793
55901,C0085483,C0010692,0,1,1,0.345
55902,C0085483,C0027697,0,1,1,0.345
55903,C0085483,C0006826,0,3,3,3.479
55904,C0085483,C2239176,0,1,1,0.982
55905,C0085483,C0027651,0,6,6,7.254
55906,C0085483,C0004610,1,2,1,3.732
55907,C0085483,C0017160,0,1,1,0.745
55908,C0085483,C0019061,0,1,1,0.745
55909,C0085483,C0857305,0,1,1,0.745
55910,C0085483,C0011991,0,4,4,2.853
55911,C0085483,C0851162,0,6,6,5.027
55912,C0085483,C0009402,0,1,1,0.532
55913,C0085483,C0009450,0,2,2,4.192
55914,C0085483,C0035243,0,1,1,1.226
55915,C0085483,C0008495,0,1,1,0.783
55916,C0085483,C1621958,0,1,1,0.759
55917,C0085483,C0032285,0,2,2,1.104
55918,C0085483,C0025289,0,4,4,2.927
55919,C0085483,C0243026,0,1,1,3.5
55920,C0085483,C0009319,0,1,1,0.826
55921,C0085483,C3889047,0,1,1,0.826
55922,C0085483,C0015967,0,3,3,2.857
55923,C0085483,C0036690,0,2,2,1.033
55924,C2828049,C0032285,0,1,1,0.692
55925,C0038412,C0018801,0,1,1,0.677
55926,C0038412,C0040437,0,1,1,3.5
55927,C0038412,C0004763,0,1,1,0.818
55928,C0038412,C0014868,0,1,1,0.818
55929,C0038412,C0279628,0,1,1,0.818
55930,C0038412,C0008311,0,1,1,1.07
55931,C0038412,C0235782,0,1,1,3.5
55932,C0038412,C5394393,1,0,-1,-3.5
55933,C0038412,C0041912,1,0,-1,-3.5
55934,C0038412,C0334044,1,1,0,0.125
55935,C0038412,C0017574,1,0,-1,-0.891
55936,C0038412,C0021390,0,1,1,0.699
55937,C0038412,C0038362,0,1,1,3.5
55938,C0038412,C0011847,0,1,1,3.5
55939,C0038412,C0032285,0,1,1,0.891
55940,C0038412,C0029877,3,0,-3,-7.865
55941,C0038412,C0018520,1,0,-1,-3.5
55942,C0038412,C0749591,1,0,-1,-3.5
55943,C0038412,C0036690,0,1,1,0.783
55944,C0038412,C0085511,1,0,-1,-0.557
55945,C0038412,C0080233,1,0,-1,-3.5
55946,C0038412,C0027651,0,1,1,0.975
55947,C0038412,C0016325,1,0,-1,-0.766
55948,C0038412,C0017152,1,0,-1,-1.185
55949,C0038412,C1168401,1,0,-1,-0.784
55950,C0038412,C0006826,2,0,-2,-2.367
55951,C0038412,C0851162,0,3,3,2.029
55952,C0038412,C0003507,0,1,1,0.557
55953,C0038412,C0016059,1,0,-1,-0.865
55954,C0038412,C1135342,1,0,-1,-0.865
55955,C0038412,C0031090,1,0,-1,-0.699
55956,C0038412,C0003864,0,1,1,0.944
55957,C0038412,C0007222,0,2,2,4.283
55958,C0038412,C0241863,0,1,1,0.81
55959,C0038412,C0546837,0,1,1,0.692
55960,C0038412,C3714636,0,1,1,0.784
55961,C0038412,C0004610,0,2,2,1.011
55962,C0038412,C0007137,0,1,1,0.511
55963,C0038412,C0747674,0,1,1,0.783
55964,C0038412,C0033581,0,1,1,0.603
55965,C0038412,C0041582,0,2,2,4.266
55966,C0038412,C0524620,0,1,1,0.677
55967,C0038412,C0019080,1,0,-1,-0.677
55968,C0038412,C0017565,1,0,-1,-0.677
55969,C0038412,C0014118,0,8,8,9.155
55970,C0038412,C0014121,0,2,2,2.185
55971,C0038412,C0031099,9,3,-6,-6.09
55972,C0038412,C0021368,2,5,3,2.049
55973,C0038412,C0003850,0,3,3,1.887
55974,C0038412,C0010054,0,1,1,0.638
55975,C0038412,C0011334,20,3,-17,-9.907
55976,C0038412,C0007107,5,0,-5,-5.162
55977,C0038412,C0153405,2,0,-2,-2.042
55978,C0038412,C0153381,3,1,-2,0.766
55979,C0038412,C0020538,1,0,-1,-3.5
55980,C0038412,C0009450,1,1,0,-0.001
55981,C0038412,C0574960,0,1,1,0.783
55982,C0038412,C0029443,0,1,1,0.783
55983,C4132159,C1262477,1,0,-1,-0.826
55984,C4132159,C0006142,0,1,1,0.774
55985,C4132159,C0011570,0,1,1,0.826
55986,C4132159,C0011265,0,1,1,0.783
55987,C4132159,C0009319,0,1,1,0.405
55988,C4132159,C0003873,0,1,1,1.284
55989,C4132159,C0872084,0,1,1,0.783
55990,C4132159,C0016658,0,1,1,0.783
55991,C4132159,C0006625,0,1,1,0.885
55992,C4132159,C0003850,0,1,1,0.783
55993,C4132159,C0038012,0,1,1,0.783
55994,C4132159,C0021368,0,1,1,0.783
55995,C4132159,C0006826,0,1,1,0.658
55996,C4132159,C0009450,1,0,-1,-0.699
55997,C4132159,C0014859,0,1,1,3.5
55998,C4132159,C0685938,0,1,1,3.5
55999,C4132159,C0086132,0,1,1,1.248
56000,C4132159,C0023890,1,1,0,0.001
56001,C4132159,C0009402,1,1,0,2.718
56002,C4193465,C0042900,1,0,-1,-0.65
56003,C4193465,C0023890,1,0,-1,-0.782
56004,C4193465,C0009402,1,0,-1,-0.782
56005,C1493608,C0362046,1,0,-1,-0.611
56006,C1493608,C0007222,0,1,1,0.745
56007,C1493608,C0021359,0,1,1,0.783
56008,C1493608,C0011570,1,0,-1,-3.5
56009,C1493608,C0025517,1,0,-1,-0.871
56010,C1493608,C0002940,0,1,1,3.5
56011,C1493608,C0152013,0,1,1,0.783
56012,C1493608,C1262477,1,0,-1,-0.793
56013,C1493608,C0023890,1,0,-1,-0.509
56014,C1493608,C0345904,1,0,-1,-0.509
56015,C1493608,C0006111,1,0,-1,-0.509
56016,C1493608,C0004364,1,0,-1,-0.699
56017,C1493608,C0011991,1,0,-1,-0.653
56018,C1493608,C0014544,1,1,0,0.273
56019,C1493608,C0007131,0,1,1,0.664
56020,C1493608,C0036341,0,1,1,1.413
56021,C1493608,C0033975,0,1,1,1.413
56022,C1493608,C0003125,0,1,1,1.413
56023,C1493608,C0241863,0,1,1,0.885
56024,C1493608,C0007785,0,1,1,0.783
56025,C1493608,C5392833,0,1,1,0.783
56026,C1493608,C0022116,0,1,1,0.783
56027,C1493608,C0006826,1,0,-1,-0.818
56028,C1493608,C0038454,0,2,2,1.482
56029,C1493608,C0006625,0,1,1,0.509
56030,C1493608,C0003872,0,1,1,0.944
56031,C1493608,C0016169,0,1,1,0.616
56032,C1493608,C0149889,0,1,1,0.616
56033,C1493608,C0032285,1,0,-1,-0.564
56034,C1493608,C0004610,0,3,3,1.701
56035,C1493608,C0038012,2,0,-2,-1.727
56036,C1493608,C0009402,0,1,1,0.65
56037,C1493608,C0014175,0,2,2,1.22
56038,C1493608,C0028754,3,7,4,2.853
56039,C1493608,C0271650,1,4,3,2.566
56040,C1493608,C0011847,3,1,-2,-1.487
56041,C1493608,C0021368,3,4,1,0.717
56042,C1493608,C0020538,1,1,0,-0.34
56043,C1493608,C0011849,0,1,1,0.545
56044,C1493608,C0009806,1,0,-1,-0.885
56045,C1493608,C0043094,4,0,-4,-2.799
56046,C1493608,C0003467,1,3,2,-1.288
56047,C1493608,C0600688,1,0,-1,-0.614
56048,C1493608,C2239176,1,0,-1,-1.147
56049,C1493608,C0032584,0,1,1,0.692
56050,C1493608,C0206698,1,0,-1,-3.5
56051,C1493608,C0027651,0,1,1,0.926
56052,C1493608,C0851162,1,0,-1,-0.926
56053,C1493608,C0015695,1,0,-1,-0.793
56054,C1493608,C0018099,0,2,2,1.486
56055,C1493608,C0009319,1,0,-1,-0.885
56056,C0026922,C0023343,0,24,24,22.936
56057,C0026922,C0277521,0,1,1,0.699
56058,C0026922,C0031117,0,1,1,0.982
56059,C0026922,C0024131,0,1,1,3.5
56060,C0026922,C0004364,0,1,1,3.5
56061,C0026922,C0151317,0,2,2,4.156
56062,C0026922,C1278821,0,1,1,0.699
56063,C0026922,C0012634,0,1,1,0.699
56064,C0026922,C0041296,1,3,2,1.062
56065,C0026922,C0851162,0,1,1,3.5
56066,C0026922,C0009319,1,0,-1,-0.944
56067,C0026922,C0011304,0,3,3,2.477
56068,C0026922,C0009450,0,5,5,6.631
56069,C0026922,C0004623,0,1,1,0.451
56070,C0026922,C0751792,0,1,1,0.446
56071,C2614782,C0917801,1,0,-1,-0.956
56072,C2614782,C0442867,0,1,1,1.057
56073,C2614782,C1262234,0,1,1,0.574
56074,C2614782,C0919267,0,1,1,3.5
56075,C2614782,C0006142,0,1,1,3.5
56076,C2614782,C0235782,0,1,1,3.5
56077,C2614782,C0014859,0,1,1,3.5
56078,C2614782,C0009450,1,4,3,1.743
56079,C2614782,C0518948,0,1,1,0.944
56080,C2614782,C0028754,1,1,0,-0.276
56081,C2614782,C0007847,0,2,2,1.31
56082,C2614782,C0042251,0,1,1,0.89
56083,C2614782,C0027651,1,0,-1,-0.699
56084,C2614782,C0021368,0,2,2,1.545
56085,C0318155,C0033860,0,1,1,0.512
56086,C0318155,C0948780,0,1,1,0.574
56087,C0318155,C0004610,0,1,1,0.605
56088,C0318155,C0007642,0,1,1,0.692
56089,C0318155,C0149663,0,1,1,0.766
56090,C0318155,C0031099,0,1,1,0.766
56091,C0318155,C0040517,0,1,1,3.5
56092,C0318155,C0006826,0,1,1,0.818
56093,C0318155,C0015672,0,1,1,3.5
56094,C0318155,C0009450,0,4,4,6.079
56095,C0318155,C0040188,0,2,2,7.0
56096,C0318155,C0031350,1,2,1,0.72
56097,C0318155,C0035436,0,1,1,0.793
56098,C0318155,C0040425,1,4,3,2.53
56099,C0318155,C0004623,0,1,1,0.793
56100,C0318155,C0851162,0,3,3,5.238
56101,C0318155,C0406139,0,1,1,1.226
56102,C0318155,C0011849,0,1,1,3.5
56103,C0318155,C0029877,2,1,-1,-0.482
56104,C0318155,C0004364,0,1,1,0.782
56105,C0318155,C0035243,2,1,-1,-0.832
56106,C0318155,C0042384,0,1,1,0.699
56107,C0318155,C0042998,0,2,2,1.491
56108,C0318155,C0028960,0,1,1,0.944
56109,C0318155,C0021368,0,2,2,4.156
56110,C0318155,C0041582,0,1,1,0.975
56111,C2660976,C0028754,2,4,2,2.367
56112,C2660976,C0011570,0,1,1,0.865
56113,C2660976,C0006118,1,0,-1,-3.5
56114,C2660976,C0007102,1,0,-1,-0.777
56115,C2660976,C0004936,0,1,1,0.783
56116,C2660976,C0524851,0,1,1,0.783
56117,C2660976,C0025202,1,0,-1,-1.046
56118,C2660976,C0206081,0,1,1,0.783
56119,C2660976,C2239176,1,0,-1,-0.693
56120,C2660976,C2718067,1,0,-1,-0.693
56121,C2660976,C0022650,0,1,1,0.745
56122,C2660976,C0007222,0,1,1,0.745
56123,C2660976,C0011581,0,1,1,0.677
56124,C2660976,C1290884,0,1,1,0.885
56125,C2660976,C0018520,0,1,1,0.607
56126,C2660976,C1384666,0,1,1,0.745
56127,C2660976,C0025517,1,0,-1,-0.668
56128,C2660976,C3889047,0,3,3,1.899
56129,C2660976,C0027651,1,1,0,-2.674
56130,C2660976,C5417718,1,0,-1,-1.05
56131,C2660976,C0036690,0,1,1,0.864
56132,C2660976,C0014335,1,1,0,0.087
56133,C2660976,C0022104,0,6,6,4.476
56134,C2660976,C0009324,0,1,1,0.783
56135,C2660976,C0002395,1,0,-1,-0.818
56136,C2660976,C3241937,1,0,-1,-0.692
56137,C2660976,C0011847,0,2,2,1.72
56138,C2660976,C0021390,0,5,5,3.822
56139,C2660976,C0242379,0,1,1,1.047
56140,C2660976,C0033687,0,2,2,1.77
56141,C2660976,C0011991,1,1,0,-0.044
56142,C2660976,C0085207,1,0,-1,-0.782
56143,C2660976,C0021368,1,5,4,3.639
56144,C2660976,C0009319,3,2,-1,-1.124
56145,C2660976,C0020538,1,2,1,0.295
56146,C2660976,C0009450,1,1,0,-0.161
56147,C2660976,C0010346,0,6,6,4.344
56148,C2660976,C0242339,0,1,1,0.826
56149,C2660976,C0004364,1,0,-1,-1.226
56150,C2660976,C0006826,2,2,0,-0.485
56151,C2660976,C3658208,0,1,1,0.699
56152,C2660976,C0267941,0,1,1,0.745
56153,C2660976,C0030305,0,1,1,1.226
56154,C1017763,C0151463,0,1,1,0.783
56155,C1017763,C0021368,0,1,1,0.89
56156,C1017763,C0041582,0,1,1,0.944
56157,C0317945,C0042133,1,0,-1,-0.783
56158,C0317945,C0006142,1,0,-1,-0.783
56159,C0317945,C0041582,0,1,1,0.944
56160,C0314957,C0015967,0,1,1,0.574
56161,C0314957,C0851162,0,2,2,4.429
56162,C0314957,C0744130,0,1,1,3.5
56163,C0314957,C0269048,0,3,3,1.341
56164,C0314957,C0007131,0,2,2,1.583
56165,C0314957,C0041582,0,1,1,0.944
56166,C1496815,C0344315,1,0,-1,-0.699
56167,C1496815,C0014335,1,0,-1,-0.692
56168,C1496815,C0018099,0,1,1,0.704
56169,C1496815,C0524620,2,0,-2,-1.303
56170,C1496815,C0028754,2,0,-2,-1.303
56171,C1496815,C0042164,1,0,-1,-0.793
56172,C1036717,C0014335,0,2,2,1.513
56173,C1036717,C0015672,1,0,-1,-0.793
56174,C1036717,C0021368,1,0,-1,-0.885
56175,C1036717,C0009450,0,1,1,0.819
56176,C1036717,C0043094,1,0,-1,-0.791
56177,C0014248,C0851162,0,1,1,0.649
56178,C0014248,C0086227,0,1,1,0.68
56179,C0014248,C0011991,0,1,1,0.345
56180,C0315073,C0271650,0,1,1,0.687
56181,C0315073,C0007642,0,1,1,0.718
56182,C0315073,C0235957,0,1,1,0.718
56183,C0315073,C0017086,0,1,1,0.718
56184,C0315073,C0851162,0,1,1,0.718
56185,C0315073,C0333641,0,1,1,0.574
56186,C0315073,C0040822,0,1,1,0.756
56187,C0315073,C0026846,0,1,1,0.756
56188,C0315073,C0009319,0,1,1,1.108
56189,C0315073,C0009450,3,0,-3,-3.697
56190,C0445818,C0009450,1,4,3,2.595
56191,C0445818,C0019080,0,1,1,0.783
56192,C0445818,C0031099,0,1,1,0.319
56193,C0445818,C0002390,0,1,1,0.779
56194,C0445818,C0024117,0,1,1,0.653
56195,C0445818,C0032914,0,1,1,0.826
56196,C0445818,C0205721,0,2,2,1.372
56197,C0445818,C0029453,1,0,-1,-0.677
56198,C0445818,C0029118,0,1,1,0.783
56199,C0445818,C0005684,0,1,1,0.783
56200,C0445818,C0009324,0,2,2,1.601
56201,C0445818,C0021053,0,1,1,0.696
56202,C0445818,C0376358,0,7,7,4.781
56203,C0445818,C0027651,0,1,1,0.557
56204,C0445818,C0012634,0,1,1,0.509
56205,C0445818,C0032285,0,2,2,1.288
56206,C0445818,C0020538,0,1,1,0.509
56207,C0445818,C0011849,0,1,1,0.509
56208,C0445818,C0014118,0,2,2,1.05
56209,C0445818,C0036690,0,2,2,1.05
56210,C0445818,C0851162,0,6,6,4.986
56211,C0445818,C0011991,0,1,1,0.826
56212,C0445818,C0004610,0,1,1,0.783
56213,C0445818,C0010346,0,1,1,0.783
56214,C0445818,C0009319,1,2,1,0.622
56215,C0445818,C0156147,0,1,1,0.783
56216,C0445818,C0021368,1,3,2,1.386
56217,C0445818,C0003873,0,1,1,0.783
56218,C0445818,C0024623,0,2,2,4.045
56219,C0445818,C0033975,0,2,2,7.0
56220,C0445818,C0871189,0,2,2,4.169
56221,C0445818,C0041296,0,1,1,0.666
56222,C0445818,C0006826,1,2,1,0.909
56223,C1001948,C0376618,0,2,2,3.916
56224,C1001948,C0341858,0,1,1,0.574
56225,C1001948,C0850666,0,1,1,0.626
56226,C1001948,C0011849,1,0,-1,-0.696
56227,C1001948,C0006826,0,1,1,0.65
56228,C1001948,C0242379,4,0,-4,-2.977
56229,C1001948,C0024141,1,1,0,2.955
56230,C1001948,C0022658,0,1,1,3.5
56231,C1001948,C4703473,0,1,1,0.783
56232,C1001948,C0016059,0,2,2,1.566
56233,C1001948,C0023890,1,5,4,1.989
56234,C1001948,C0022661,0,3,3,2.202
56235,C1001948,C0011334,0,1,1,0.574
56236,C1001948,C0027651,2,1,-1,-0.498
56237,C1001948,C0024121,2,0,-2,-1.433
56238,C1001948,C0003467,0,1,1,0.885
56239,C1001948,C0009450,1,1,0,-0.16
56240,C1001948,C0028754,0,1,1,0.783
56241,C1001948,C0021368,0,1,1,0.783
56242,C1001948,C0041948,0,1,1,0.699
56243,C1001948,C0025517,1,0,-1,-0.783
56244,C1065473,C0242184,0,1,1,0.677
56245,C1003862,C0033687,0,1,1,0.511
56246,C1030416,C0854211,0,1,1,0.696
56247,C1030416,C0178664,0,1,1,0.783
56248,C1030416,C0160420,0,1,1,0.783
56249,C1030416,C2945676,0,1,1,0.826
56250,C1030416,C0027651,1,0,-1,-0.574
56251,C1030416,C0008350,1,0,-1,-0.677
56252,C1030416,C0036974,1,0,-1,-0.783
56253,C1030416,C0011847,0,1,1,0.65
56254,C1030416,C0020538,0,1,1,0.65
56255,C1030416,C0025517,0,1,1,0.65
56256,C1030416,C0011570,2,0,-2,-1.361
56257,C1030416,C0011849,1,0,-1,-0.783
56258,C1030416,C0028754,1,0,-1,-0.783
56259,C1030416,C1262477,1,0,-1,-0.446
56260,C1030416,C0009450,0,1,1,1.253
56261,C1030416,C0876973,1,0,-1,-0.783
56262,C2308258,C0017152,0,1,1,0.975
56263,C2308258,C0023885,0,1,1,0.54
56264,C2308258,C0011847,0,2,2,1.567
56265,C2308258,C0242488,0,1,1,0.604
56266,C2308258,C0032285,0,1,1,0.548
56267,C2308258,C0021368,0,1,1,0.783
56268,C2308258,C0006826,1,0,-1,-0.545
56269,C2308258,C0011849,0,3,3,1.998
56270,C2308258,C0006434,1,0,-1,-0.716
56271,C2308258,C0009450,1,0,-1,-0.501
56272,C2308258,C0242379,1,0,-1,-0.664
56273,C2308258,C0876973,1,0,-1,-0.783
56274,C2584607,C0012634,1,0,-1,-0.803
56275,C2584607,C0242379,0,1,1,0.674
56276,C2584607,C0011570,1,0,-1,-0.735
56277,C2584607,C0023895,0,1,1,0.793
56278,C2584607,C0026946,2,0,-2,-1.604
56279,C2584607,C0006826,0,1,1,0.617
56280,C0317779,C0887833,1,0,-1,-0.818
56281,C0317779,C0025202,1,0,-1,-0.818
56282,C0085469,C1261473,3,0,-3,-2.468
56283,C0085469,C0029443,0,1,1,0.718
56284,C0085469,C0025202,2,0,-2,-1.658
56285,C0085469,C0024117,0,2,2,1.716
56286,C0085469,C0039082,0,1,1,0.658
56287,C0085469,C0026946,1,0,-1,-0.65
56288,C0085469,C0021368,1,1,0,-0.149
56289,C0085469,C0341858,0,1,1,0.783
56290,C0085469,C0029877,0,1,1,0.81
56291,C0085469,C3714514,0,1,1,0.81
56292,C0085469,C0205721,0,1,1,0.81
56293,C0085469,C0155862,0,1,1,3.5
56294,C0085469,C1853193,0,1,1,3.5
56295,C0085469,C0006826,2,0,-2,-4.318
56296,C0085469,C0876973,0,2,2,1.439
56297,C0085469,C0016059,0,3,3,1.975
56298,C0085469,C0035204,0,1,1,0.783
56299,C0085469,C0027651,13,0,-13,-12.886
56300,C0085469,C0037278,0,1,1,1.227
56301,C0085469,C0009319,16,0,-16,-21.754
56302,C0085469,C0014118,0,1,1,0.692
56303,C0085469,C0009450,0,3,3,2.617
56304,C0085469,C0025229,0,1,1,0.601
56305,C0085469,C0032285,0,2,2,1.384
56306,C0085469,C0340970,0,1,1,1.041
56307,C0085469,C0031099,0,1,1,1.041
56308,C0085469,C0041582,0,1,1,1.041
56309,C0085469,C0017178,0,1,1,1.041
56310,C0085469,C4025201,0,1,1,1.041
56311,C0085469,C0004623,1,1,0,0.219
56312,C0085469,C0851162,0,4,4,5.728
56313,C0085469,C0035243,0,2,2,4.541
56314,C0085469,C0018188,0,1,1,1.041
56315,C0085469,C0019079,0,1,1,0.478
56316,C0085469,C0024115,0,1,1,0.478
56317,C0085469,C0010346,0,1,1,1.031
56318,C1622996,C0043094,2,0,-2,-4.192
56319,C1622996,C0426576,1,0,-1,-0.466
56320,C1622996,C0338656,1,0,-1,-0.847
56321,C1622996,C0015672,0,1,1,0.677
56322,C1622996,C0030193,0,1,1,0.677
56323,C1622996,C1302401,1,0,-1,-0.615
56324,C1622996,C0021390,1,0,-1,-0.826
56325,C1622996,C0021831,1,0,-1,-3.5
56326,C1622996,C0001430,1,0,-1,-0.747
56327,C1622996,C0011849,1,0,-1,-0.423
56328,C1622996,C0035455,0,1,1,0.259
56329,C1622996,C0022638,1,0,-1,-0.747
56330,C1622996,C0032285,1,0,-1,-0.564
56331,C1622996,C0023891,0,1,1,0.783
56332,C1622996,C1262477,1,0,-1,-3.5
56333,C1622996,C0341439,1,0,-1,-0.793
56334,C1622996,C0016059,1,0,-1,-0.793
56335,C1622996,C0028754,2,2,0,-2.495
56336,C1622996,C0042251,0,1,1,3.5
56337,C1622996,C0025517,1,0,-1,-0.677
56338,C1622996,C0153446,0,1,1,0.944
56339,C1622996,C0344315,2,0,-2,-2.043
56340,C1622996,C0011847,2,0,-2,-1.376
56341,C1622996,C0006142,0,1,1,0.956
56342,C1622996,C0021368,1,1,0,-0.268
56343,C1622996,C5239134,1,0,-1,-0.692
56344,C1622996,C0002170,1,0,-1,-0.617
56345,C1622996,C0241863,9,1,-8,-6.331
56346,C1622996,C0234985,1,0,-1,-0.782
56347,C1622996,C0011265,1,0,-1,-0.782
56348,C1622996,C0004610,0,1,1,0.944
56349,C1622996,C0238106,0,1,1,0.944
56350,C1622996,C0009319,3,0,-3,-2.704
56351,C1622996,C0018133,5,0,-5,-8.375
56352,C1622996,C3889047,2,0,-2,-1.268
56353,C1622996,C0009450,2,2,0,1.008
56354,C1622996,C0030567,1,0,-1,-3.5
56355,C1622996,C0267437,1,0,-1,-0.783
56356,C1622996,C0011991,2,0,-2,-1.202
56357,C1622996,C0334044,0,1,1,0.668
56358,C1622996,C0007847,0,1,1,0.668
56359,C1622996,C0019693,1,0,-1,-0.699
56360,C1622996,C0032584,0,1,1,0.65
56361,C1622996,C0079840,2,0,-2,-2.197
56362,C1622996,C0010346,2,0,-2,-1.705
56363,C1622996,C3662483,2,0,-2,-2.801
56364,C5227540,C0241863,1,0,-1,-0.747
56365,C5227540,C1262477,1,0,-1,-0.933
56366,C5227540,C0011847,2,0,-2,-1.667
56367,C5227540,C0524620,2,0,-2,-1.757
56368,C5227540,C0028754,7,1,-6,-5.292
56369,C5227540,C0021368,2,0,-2,-1.385
56370,C5254946,C1269683,1,0,-1,-0.944
56371,C5254946,C0031099,0,1,1,0.975
56372,C5254946,C0021368,1,0,-1,-0.975
56373,C1187839,C0242379,0,1,1,0.677
56374,C1187839,C0009402,0,1,1,0.826
56375,C1187839,C0031350,0,1,1,0.826
56376,C1187839,C0009450,1,2,1,0.791
56377,C1187839,C0032285,1,0,-1,-0.975
56378,C1187839,C0851162,0,3,3,2.537
56379,C1187839,C0016059,0,4,4,5.775
56380,C1187839,C0030794,0,3,3,4.545
56381,C1187839,C1840061,0,4,4,5.426
56382,C1187839,C0037036,0,1,1,0.521
56383,C0085493,C0006826,0,2,2,1.436
56384,C0085493,C0007102,1,0,-1,-1.102
56385,C0085493,C0040136,1,0,-1,-1.102
56386,C0085493,C0549473,1,0,-1,-1.102
56387,C0085493,C0242379,1,0,-1,-1.102
56388,C0085493,C0014121,0,1,1,0.885
56389,C0085493,C0238463,0,1,1,0.877
56390,C0085493,C0851162,0,3,3,2.602
56391,C0085493,C0011603,1,0,-1,-1.226
56392,C0085493,C0014118,0,2,2,4.199
56393,C0085493,C0003869,0,1,1,3.5
56394,C0085493,C0007570,0,1,1,0.692
56395,C0085493,C0031099,0,1,1,0.793
56396,C0085493,C0029118,0,1,1,0.692
56397,C0085493,C0007115,0,1,1,0.818
56398,C0085493,C0009450,0,3,3,2.714
56399,C0085493,C0024117,1,0,-1,-0.461
56400,C0085493,C1142550,0,1,1,0.548
56401,C0085493,C0007097,1,0,-1,-0.864
56402,C0085493,C0027651,2,3,1,3.149
56403,C0085493,C0040250,0,1,1,0.699
56404,C0085493,C0205721,0,1,1,0.699
56405,C0085493,C0004610,0,1,1,0.699
56406,C0085493,C0031154,0,1,1,0.699
56407,C0085493,C0015403,0,1,1,0.699
56408,C0085493,C0042029,0,1,1,0.699
56409,C0085493,C0037278,0,1,1,0.944
56410,C4434908,C0007102,1,0,-1,-1.102
56411,C4434908,C0242379,1,0,-1,-1.102
56412,C4434908,C0027651,2,0,-2,-1.892
56413,C4434908,C0006826,1,1,0,-0.552
56414,C0315077,C0279633,0,1,1,0.551
56415,C1013447,C0524620,1,0,-1,-3.5
56416,C1013447,C0011849,1,0,-1,-3.5
56417,C1013447,C0038454,0,1,1,0.766
56418,C1013447,C0008924,1,0,-1,-3.5
56419,C1013447,C0014544,0,1,1,0.783
56420,C1013447,C0019693,0,1,1,0.699
56421,C1013447,C0279626,1,0,-1,-0.783
56422,C1013447,C0031099,1,0,-1,-0.783
56423,C1013447,C0013404,0,1,1,0.855
56424,C1013447,C0024117,1,0,-1,-0.855
56425,C1013447,C0020538,0,1,1,0.529
56426,C1013447,C0043352,0,1,1,0.782
56427,C1013447,C0017574,1,2,1,1.484
56428,C1013447,C0011334,3,0,-3,-2.325
56429,C1013447,C0027651,1,0,-1,-0.783
56430,C1013447,C0334044,1,0,-1,-0.692
56431,C1013447,C0153381,1,0,-1,-0.551
56432,C1072609,C0524620,0,1,1,3.5
56433,C1072609,C0233459,0,1,1,0.783
56434,C1072609,C0009319,2,0,-2,-2.062
56435,C1072609,C0241863,0,1,1,0.512
56436,C1072609,C0020473,1,0,-1,-0.658
56437,C1072609,C0376618,1,0,-1,-0.658
56438,C1072609,C0178417,0,1,1,0.982
56439,C1072609,C0009404,1,0,-1,-3.5
56440,C1072609,C1699140,1,0,-1,-3.5
56441,C1072609,C0011991,1,2,1,-1.833
56442,C1072609,C0016059,1,0,-1,-3.5
56443,C1072609,C0021368,2,0,-2,-4.293
56444,C1072609,C0030193,1,1,0,-0.119
56445,C1072609,C0028754,1,0,-1,-0.783
56446,C1072609,C0009806,1,0,-1,-0.783
56447,C1072609,C0042164,0,1,1,0.793
56448,C1072609,C0011570,1,2,1,3.384
56449,C0318125,C0031154,0,1,1,0.577
56450,C0318125,C2242472,0,1,1,0.577
56451,C0318125,C0004610,0,1,1,0.577
56452,C0318125,C0029118,0,1,1,0.577
56453,C0318125,C0042029,0,2,2,1.276
56454,C0318125,C0036690,0,1,1,0.699
56455,C0318125,C0024894,0,1,1,0.699
56456,C0318125,C0239946,0,1,1,0.805
56457,C0318125,C0160390,0,1,1,0.805
56458,C0318125,C0016059,0,1,1,0.805
56459,C0318125,C0011991,0,1,1,0.461
56460,C0318125,C0009450,1,2,1,0.204
56461,C0318125,C0021831,0,1,1,0.461
56462,C0318125,C0033860,0,1,1,0.699
56463,C0318125,C0851162,0,3,3,1.974
56464,C0006304,C0009319,0,1,1,1.185
56465,C0006304,C0004623,0,1,1,0.956
56466,C0006304,C0041296,1,0,-1,-3.5
56467,C0006304,C0043167,0,1,1,0.692
56468,C0006304,C0302363,0,1,1,0.692
56469,C0006304,C0000737,0,1,1,0.692
56470,C0006304,C0015967,0,1,1,0.692
56471,C0006304,C0876973,0,1,1,0.783
56472,C0006304,C0151565,0,1,1,3.5
56473,C0006304,C0003175,0,1,1,3.5
56474,C0006304,C0006309,0,8,8,8.599
56475,C0006304,C0009450,2,3,1,0.939
56476,C0037965,C0034686,0,1,1,0.446
56477,C0037965,C0311213,0,1,1,0.446
56478,C0037965,C0857121,1,0,-1,-0.926
56479,C0037965,C0009319,1,0,-1,-0.783
56480,C0037965,C0151763,0,1,1,0.944
56481,C0037965,C0376618,0,1,1,0.944
56482,C0037965,C0025517,1,0,-1,-0.509
56483,C0037965,C0028754,1,0,-1,-0.509
