id,id_microbe,id_disease,neg_relations,pos_relations,strength_raw,strength_IF
17531,104,363,0,1,1,3.5
17532,104,4483,0,1,1,3.5
17533,104,6777,0,1,1,3.5
17534,104,30261,0,1,1,3.5
17535,104,2587,0,1,1,0.623
17536,104,13119,0,1,1,0.681
17537,104,7997,0,1,1,0.601
17538,104,12146,0,1,1,0.855
17539,104,12046,0,1,1,0.855
17540,104,3396,0,1,1,0.944
17541,104,6098,0,4,4,3.172
17542,104,2937,0,2,2,1.296
17543,104,17023,0,1,1,0.542
17544,104,29637,0,1,1,0.696
17545,104,23792,0,1,1,0.696
17546,104,18341,0,1,1,0.696
17547,104,10018,0,1,1,3.5
17548,104,3026,0,1,1,0.783
17549,104,425,0,1,1,0.509
17550,104,3544,0,1,1,0.587
17551,104,16036,0,1,1,0.622
17552,104,14962,0,2,2,2.017
17553,104,9970,0,1,1,1.244
17554,104,16851,0,1,1,0.699
17555,104,17562,0,2,2,1.64
17556,104,9800,0,2,2,1.64
17557,104,2557,0,1,1,0.509
17558,104,12447,0,1,1,0.509
17559,104,12859,0,1,1,0.509
17560,104,15668,0,1,1,0.509
17561,104,5616,0,1,1,0.783
17562,104,1851,0,1,1,1.057
17563,104,4089,0,1,1,0.658
17564,104,6581,0,1,1,0.658
17565,104,23714,0,1,1,3.5
17566,104,5930,0,2,2,1.604
17567,104,8803,0,1,1,0.765
17568,104,9098,0,1,1,0.653
17569,104,22757,0,1,1,1.029
17570,104,164,0,1,1,3.5
17571,104,8670,1,0,-1,-0.783
17572,104,5270,0,1,1,0.692
17573,104,1736,0,2,2,1.219
17574,104,2803,0,1,1,0.944
17575,104,1852,0,1,1,0.966
17576,104,32,0,1,1,0.738
17577,104,1515,0,1,1,0.722
17578,104,10474,0,1,1,0.574
17579,104,1092,0,6,6,4.839
17580,104,3175,0,1,1,0.783
17581,104,0,0,3,3,2.245
17582,104,18284,1,0,-1,-0.723
17583,104,1706,0,2,2,4.336
17584,104,16694,0,6,6,10.107
17585,104,4263,0,3,3,4.916
17586,104,6065,0,1,1,0.561
17587,104,12863,0,1,1,0.561
17588,104,6721,0,1,1,0.561
17589,104,970,1,3,2,1.33
17590,104,26962,0,1,1,0.601
17591,104,1256,0,1,1,0.509
17592,104,5475,0,1,1,0.597
17593,104,2261,0,1,1,3.5
17594,104,1698,0,2,2,4.188
17595,104,13578,0,1,1,3.5
17596,104,5115,0,1,1,3.5
17597,104,3080,0,3,3,5.015
17598,104,18966,0,9,9,9.725
17599,104,12716,0,1,1,0.559
17600,104,13084,0,1,1,0.559
17601,104,2157,0,2,2,1.311
17602,104,18607,0,1,1,0.869
17603,104,3395,0,6,6,6.796
17604,104,22034,0,1,1,0.536
17605,104,3290,1,1,0,-0.152
17606,104,13047,1,1,0,2.717
17607,104,21534,0,2,2,1.44
17608,104,577,0,9,9,9.599
17609,104,9254,0,2,2,1.542
17610,104,20,1,10,9,9.727
17611,104,2121,0,12,12,9.716
17612,104,11510,0,7,7,4.07
17613,104,268,4,1,-3,-2.833
17614,104,26,0,6,6,12.858
17615,104,2757,0,1,1,0.699
17616,104,2766,0,3,3,2.073
17617,104,17,3,49,46,43.559
17618,104,7817,0,16,16,15.331
17619,104,512,1,7,6,4.913
17620,104,11144,1,0,-1,-0.944
17621,104,4849,1,6,5,3.257
17622,104,635,4,34,30,31.169
17623,104,16703,0,3,3,2.627
17624,104,12619,0,2,2,1.367
17625,104,16721,0,1,1,0.793
17626,104,5528,0,1,1,0.793
17627,104,951,0,10,10,6.909
17628,104,950,0,4,4,2.115
17629,104,9053,0,5,5,3.903
17630,104,11138,0,3,3,1.914
17631,104,9971,0,13,13,18.238
17632,104,10792,0,3,3,2.309
17633,106,11888,0,1,1,0.486
17634,106,16019,0,1,1,0.486
17635,106,12648,0,1,1,0.486
17636,107,577,0,1,1,0.789
17637,107,5115,0,1,1,1.088
17638,110,950,0,1,1,0.865
17639,110,17830,0,1,1,0.944
17640,110,15061,1,0,-1,-0.804
17641,110,34977,1,0,-1,-0.804
17642,110,9053,1,0,-1,-0.704
17643,110,19931,0,1,1,0.982
17644,110,4205,0,1,1,3.5
17645,110,9745,1,0,-1,-0.68
17646,110,1754,0,1,1,3.5
17647,110,33,0,1,1,3.5
17648,110,7983,0,1,1,0.783
17649,110,3396,1,0,-1,-0.818
17650,110,11363,0,1,1,0.777
17651,110,22814,0,1,1,0.855
17652,110,6099,0,1,1,0.855
17653,110,30630,0,1,1,0.658
17654,110,6189,1,0,-1,-0.693
17655,110,12070,0,1,1,0.717
17656,110,3143,0,2,2,1.416
17657,110,3026,0,1,1,0.759
17658,110,10273,0,1,1,1.344
17659,110,13047,0,1,1,0.749
17660,110,206,0,1,1,0.783
17661,110,3370,0,2,2,1.44
17662,110,3165,0,1,1,0.98
17663,110,2856,1,0,-1,-0.54
17664,110,11228,0,1,1,0.767
17665,110,3208,0,1,1,1.491
17666,110,4213,0,1,1,0.692
17667,110,5863,0,1,1,0.656
17668,110,4264,0,1,1,0.789
17669,110,11401,0,1,1,0.783
17670,110,10954,0,1,1,0.944
17671,110,615,0,1,1,0.944
17672,110,1698,0,1,1,0.793
17673,110,20102,0,1,1,0.793
17674,110,13578,0,1,1,0.793
17675,110,5930,0,1,1,1.106
17676,110,31429,0,1,1,0.485
17677,110,7520,0,2,2,1.51
17678,110,31179,0,2,2,4.293
17679,110,8071,0,3,3,7.793
17680,110,22073,0,1,1,3.5
17681,110,2185,0,1,1,3.5
17682,110,12897,0,5,5,7.315
17683,110,1105,1,0,-1,-0.982
17684,110,6371,0,1,1,0.585
17685,110,699,0,1,1,0.81
17686,110,29594,0,1,1,0.81
17687,110,1117,0,1,1,0.656
17688,110,14941,0,1,1,0.601
17689,110,13468,0,2,2,1.769
17690,110,13755,0,1,1,0.825
17691,110,3175,1,4,3,2.083
17692,110,15904,0,1,1,0.783
17693,110,512,1,2,1,1.195
17694,110,2710,0,1,1,1.253
17695,110,970,0,5,5,4.176
17696,110,2803,2,4,2,3.895
17697,110,2587,0,1,1,3.5
17698,110,5270,0,1,1,3.5
17699,110,4263,0,1,1,0.793
17700,110,173,1,1,0,-0.187
17701,110,5735,0,3,3,2.413
17702,110,4282,0,2,2,4.319
17703,110,21534,0,1,1,0.612
17704,110,2766,0,1,1,0.783
17705,110,21645,0,1,1,0.783
17706,110,1224,0,3,3,2.583
17707,110,2981,0,1,1,0.043
17708,110,363,1,0,-1,-0.783
17709,110,17418,0,3,3,2.962
17710,110,3494,0,1,1,0.818
17711,110,7214,0,1,1,0.818
17712,110,14506,0,1,1,0.305
17713,110,951,0,3,3,2.17
17714,110,17,16,83,67,62.221
17715,110,5033,0,1,1,0.98
17716,110,4278,0,1,1,0.891
17717,110,4171,3,44,41,43.25
17718,110,3145,0,5,5,3.93
17719,110,4040,0,2,2,1.889
17720,110,11018,0,1,1,1.096
17721,110,12046,2,5,3,1.436
17722,110,1116,0,2,2,1.727
17723,110,3080,0,30,30,31.812
17724,110,3204,0,7,7,4.609
17725,110,20,4,7,3,5.059
17726,110,635,5,25,20,31.171
17727,110,3395,0,9,9,9.285
17728,110,577,0,6,6,8.258
17729,112,2766,0,2,2,1.8
17730,112,28039,1,0,-1,-0.814
17731,112,8261,0,1,1,0.783
17732,112,3514,0,1,1,0.512
17733,112,198,0,1,1,0.509
17734,112,4205,0,1,1,3.5
17735,112,3204,0,2,2,4.283
17736,112,2937,0,1,1,3.5
17737,112,15061,0,1,1,0.837
17738,112,76,0,1,1,0.718
17739,112,1184,0,1,1,0.186
17740,112,4941,0,2,2,1.416
17741,112,18341,0,1,1,0.783
17742,112,23792,0,1,1,0.783
17743,112,13468,0,1,1,0.699
17744,112,9113,1,0,-1,-0.656
17745,112,3699,1,0,-1,-0.627
17746,112,3208,0,1,1,0.511
17747,112,0,0,1,1,3.5
17748,112,1594,0,1,1,3.5
17749,112,1736,0,1,1,3.5
17750,112,4569,0,1,1,0.486
17751,112,5786,1,0,-1,-0.699
17752,112,4163,0,1,1,1.842
17753,112,7430,0,1,1,0.826
17754,112,1754,1,0,-1,-0.574
17755,112,206,1,1,0,0.219
17756,112,973,1,0,-1,-0.574
17757,112,22790,0,2,2,1.71
17758,112,1411,0,1,1,3.5
17759,112,4278,0,2,2,1.89
17760,112,26,0,2,2,1.542
17761,112,1156,0,1,1,0.694
17762,112,11966,1,0,-1,-0.783
17763,112,31333,1,0,-1,-3.5
17764,112,315,0,1,1,0.783
17765,112,1261,1,0,-1,-1.216
17766,112,4483,0,3,3,5.031
17767,112,26615,0,1,1,3.5
17768,112,13047,0,4,4,5.645
17769,112,17884,0,1,1,3.5
17770,112,3290,0,1,1,0.818
17771,112,5101,0,1,1,0.945
17772,112,173,1,0,-1,-0.821
17773,112,321,1,0,-1,-0.821
17774,112,12960,1,0,-1,-0.821
17775,112,13242,1,0,-1,-0.821
17776,112,1706,1,2,1,0.72
17777,112,11882,0,1,1,0.758
17778,112,8670,1,0,-1,-0.783
17779,112,1913,1,0,-1,-0.783
17780,112,9745,3,0,-3,-2.87
17781,112,401,0,1,1,3.5
17782,112,8530,0,1,1,3.5
17783,112,2557,1,1,0,2.274
17784,112,14941,0,1,1,0.793
17785,112,7444,0,1,1,0.33
17786,112,20,1,2,1,0.735
17787,112,7867,0,1,1,3.5
17788,112,322,0,1,1,3.5
17789,112,5800,1,0,-1,-0.975
17790,112,15904,0,1,1,0.783
17791,112,949,0,1,1,0.699
17792,112,794,0,1,1,0.699
17793,112,7214,0,1,1,0.699
17794,112,2803,1,4,3,-0.45
17795,112,4849,0,2,2,1.416
17796,112,1851,0,2,2,1.518
17797,112,27198,0,1,1,0.855
17798,112,577,3,4,1,-1.134
17799,112,792,1,1,0,-0.447
17800,112,970,1,1,0,0.173
17801,112,26972,0,1,1,0.692
17802,112,16036,0,2,2,1.315
17803,112,4264,0,1,1,1.127
17804,112,8468,0,1,1,1.289
17805,112,411,0,1,1,3.5
17806,112,4167,0,1,1,3.5
17807,112,12897,0,6,6,6.249
17808,112,512,2,4,2,2.006
17809,112,4040,0,1,1,0.944
17810,112,2981,0,2,2,1.888
17811,112,1224,0,4,4,3.723
17812,112,25031,0,1,1,0.664
17813,112,3080,0,3,3,3.494
17814,112,1105,2,2,0,2.377
17815,112,17420,0,2,2,1.324
17816,112,5270,0,1,1,3.5
17817,112,3395,0,6,6,9.755
17818,112,9971,0,5,5,7.056
17819,112,363,3,1,-2,-4.4
17820,112,5930,2,0,-2,-4.283
17821,112,4089,0,1,1,0.783
17822,112,3175,0,4,4,3.034
17823,112,18828,0,1,1,0.509
17824,112,18820,0,1,1,0.509
17825,112,4171,2,41,39,41.544
17826,112,3145,0,4,4,3.266
17827,112,635,5,22,17,25.325
17828,112,4942,0,1,1,0.959
17829,112,1116,0,3,3,4.997
17830,112,7520,0,2,2,1.576
17831,112,4282,1,1,0,-0.314
17832,112,17,7,29,22,24.346
17833,112,2810,0,2,2,1.481
17834,112,2587,0,1,1,0.814
17835,112,1413,0,1,1,0.814
17836,112,1213,2,3,1,3.262
17837,112,11462,1,0,-1,-0.35
17838,112,17418,2,4,2,1.228
17839,112,18793,0,1,1,0.509
17840,112,5396,0,2,2,1.636
17841,112,8856,0,1,1,0.509
17842,113,1117,1,0,-1,-1.226
17843,113,17,0,1,1,0.622
17844,113,12897,0,1,1,0.701
17845,113,4171,0,3,3,1.92
17846,114,4483,0,1,1,0.687
17847,114,2358,1,0,-1,-0.687
17848,114,512,0,1,1,0.545
17849,114,4047,0,1,1,0.699
17850,114,2557,0,2,2,1.482
17851,115,7923,0,1,1,0.783
17852,115,3026,1,0,-1,-0.696
17853,115,5475,0,1,1,0.692
17854,115,18966,0,2,2,1.568
17855,115,268,0,1,1,0.803
17856,115,321,0,1,1,0.564
17857,115,34757,0,1,1,0.783
17858,115,6098,0,2,2,1.475
17859,115,2759,0,1,1,0.89
17860,115,10831,0,1,1,0.89
17861,115,20848,1,0,-1,-0.885
17862,115,19312,0,1,1,0.577
17863,115,4282,1,0,-1,-0.826
17864,115,4942,0,1,1,0.574
17865,115,12640,0,1,1,0.574
17866,115,4040,2,1,-1,-0.833
17867,115,2112,0,1,1,0.81
17868,115,9800,0,1,1,0.704
17869,115,72,0,1,1,0.704
17870,115,26,0,1,1,0.704
17871,115,7925,1,1,0,-0.285
17872,115,26962,0,2,2,1.222
17873,115,22757,0,1,1,0.574
17874,115,1092,0,1,1,0.692
17875,115,11144,0,2,2,1.57
17876,115,17547,0,1,1,0.793
17877,115,17562,0,2,2,1.737
17878,115,206,0,1,1,3.5
17879,115,10792,0,3,3,4.664
17880,115,3290,0,1,1,3.5
17881,115,1851,0,1,1,3.5
17882,115,5115,0,1,1,3.5
17883,115,13583,0,1,1,3.5
17884,115,2234,0,1,1,3.5
17885,115,29883,0,1,1,0.692
17886,115,1754,0,2,2,1.054
17887,115,3544,0,1,1,0.783
17888,115,4902,0,1,1,0.783
17889,115,76,0,2,2,1.41
17890,115,4849,0,6,6,4.846
17891,115,28216,0,1,1,0.89
17892,115,16721,0,1,1,0.89
17893,115,13155,0,1,1,0.783
17894,115,10993,0,1,1,0.783
17895,115,1529,0,1,1,0.783
17896,115,8670,0,1,1,0.783
17897,115,621,0,1,1,0.783
17898,115,6581,0,2,2,1.221
17899,115,11510,0,8,8,7.787
17900,115,16036,0,1,1,0.574
17901,115,17991,1,1,0,-0.748
17902,115,12637,1,2,1,0.035
17903,115,26615,1,0,-1,-1.322
17904,115,11888,0,1,1,0.783
17905,115,14941,0,1,1,1.115
17906,115,25896,0,1,1,0.818
17907,115,21534,0,1,1,0.793
17908,115,20,1,5,4,3.824
17909,115,7214,0,5,5,3.375
17910,115,699,0,2,2,1.357
17911,115,950,0,2,2,1.557
17912,115,951,0,13,13,14.988
17913,115,17,5,37,32,23.884
17914,115,7817,0,16,16,14.808
17915,115,635,5,51,46,37.533
17916,115,970,0,7,7,4.919
17917,115,9053,2,11,9,10.006
17918,115,12568,0,2,2,4.226
17919,115,5492,0,1,1,3.5
17920,115,2081,0,15,15,12.815
17921,115,11138,0,3,3,1.525
17922,115,12619,0,10,10,6.214
17923,115,17623,0,2,2,1.24
17924,115,16703,0,7,7,4.989
17925,115,2121,1,7,6,3.057
17926,115,2105,0,4,4,2.998
17927,115,9971,0,4,4,5.861
17928,115,2157,0,4,4,3.757
17929,116,3080,6,15,9,7.252
17930,116,198,0,1,1,0.466
17931,116,7520,0,1,1,0.783
17932,116,322,0,1,1,0.783
17933,116,3309,0,1,1,0.793
17934,116,13515,0,1,1,3.5
17935,116,3308,1,1,0,0.021
17936,116,2557,0,1,1,1.226
17937,116,425,0,1,1,1.226
17938,116,10273,0,1,1,0.574
17939,116,34288,1,0,-1,-0.509
17940,116,26,0,1,1,0.699
17941,116,18976,0,1,1,0.73
17942,116,1104,0,1,1,0.783
17943,116,35164,0,1,1,0.699
17944,116,1109,1,0,-1,-0.692
17945,116,15433,1,0,-1,-3.5
17946,116,8860,0,1,1,3.5
17947,116,35081,1,0,-1,-0.704
17948,116,2559,0,1,1,1.049
17949,116,17114,0,1,1,3.5
17950,116,4326,0,1,1,0.68
17951,116,30825,1,0,-1,-0.783
17952,116,16851,0,1,1,0.783
17953,116,34763,0,1,1,0.956
17954,116,6099,0,1,1,0.951
17955,116,2685,0,1,1,0.692
17956,116,6538,0,1,1,0.692
17957,116,13507,0,1,1,0.692
17958,116,15070,0,1,1,0.692
17959,116,6785,0,1,1,0.692
17960,116,13823,0,1,1,0.782
17961,116,14462,0,1,1,0.782
17962,116,1529,1,0,-1,-0.783
17963,116,4167,1,3,2,1.697
17964,116,9129,1,0,-1,-0.534
17965,116,17878,1,0,-1,-0.534
17966,116,3991,1,0,-1,-3.5
17967,116,34149,1,0,-1,-0.54
17968,116,13826,0,1,1,0.793
17969,116,206,0,1,1,0.704
17970,116,2558,0,2,2,1.785
17971,116,9971,0,1,1,1.085
17972,116,9098,0,1,1,0.745
17973,116,1970,0,1,1,0.783
17974,116,3315,1,0,-1,-0.511
17975,116,8803,2,1,-1,-0.819
17976,116,2938,1,0,-1,-0.783
17977,116,29637,0,1,1,0.696
17978,116,23792,0,1,1,0.696
17979,116,9800,0,1,1,0.696
17980,116,17562,0,1,1,0.696
17981,116,5132,0,1,1,0.542
17982,116,4716,0,1,1,0.601
17983,116,5729,1,0,-1,-0.783
17984,116,1117,1,1,0,-0.039
17985,116,1532,0,1,1,0.699
17986,116,21360,0,1,1,0.699
17987,116,20005,0,1,1,3.5
17988,116,13779,0,2,2,1.293
17989,116,4361,0,1,1,0.783
17990,116,973,1,0,-1,-1.322
17991,116,12745,1,0,-1,-0.818
17992,116,2563,1,0,-1,-0.885
17993,116,2347,1,1,0,0.081
17994,116,200,0,1,1,0.677
17995,116,1116,3,1,-2,1.219
17996,116,17099,0,3,3,2.259
17997,116,13973,1,0,-1,-0.574
17998,116,5566,1,0,-1,-0.793
17999,116,3228,0,1,1,0.692
18000,116,2678,1,0,-1,-0.793
18001,116,3165,0,2,2,1.638
18002,116,32117,0,1,1,0.512
18003,116,23725,0,1,1,0.574
18004,116,8584,0,1,1,0.699
18005,116,2779,0,1,1,0.699
18006,116,14505,0,1,1,1.226
18007,116,12490,0,2,2,3.711
18008,116,6236,0,2,2,1.449
18009,116,10244,0,1,1,0.944
18010,116,1829,0,1,1,0.73
18011,116,1911,1,2,1,-0.084
18012,116,31338,2,0,-2,-4.426
18013,116,21477,0,3,3,1.766
18014,116,4040,0,1,1,0.692
18015,116,6721,0,1,1,0.696
18016,116,3391,0,1,1,0.696
18017,116,1851,1,1,0,0.41
18018,116,11405,0,1,1,0.574
18019,116,7234,0,2,2,3.682
18020,116,9724,0,2,2,4.997
18021,116,6255,0,1,1,3.5
18022,116,411,1,1,0,2.663
18023,116,629,0,1,1,3.5
18024,116,12738,0,1,1,0.574
18025,116,7967,1,0,-1,-0.793
18026,116,20575,0,1,1,0.713
18027,116,26580,1,0,-1,-0.64
18028,116,8856,0,1,1,0.956
18029,116,13578,0,1,1,0.583
18030,116,2191,0,1,1,0.583
18031,116,4967,0,2,2,1.422
18032,116,1106,3,0,-3,-1.999
18033,116,14266,1,0,-1,-3.5
18034,116,9168,0,2,2,1.625
18035,116,5923,0,1,1,3.5
18036,116,11462,1,0,-1,-0.512
18037,116,15061,0,1,1,0.699
18038,116,6065,0,3,3,4.891
18039,116,1111,1,1,0,2.674
18040,116,18028,0,1,1,0.64
18041,116,30033,1,0,-1,-0.766
18042,116,14189,1,0,-1,-0.811
18043,116,4163,0,1,1,0.699
18044,116,7444,1,1,0,-0.035
18045,116,117,2,2,0,0.094
18046,116,4849,0,1,1,3.5
18047,116,2510,0,1,1,0.783
18048,116,2322,2,6,4,5.802
18049,116,10993,0,3,3,2.146
18050,116,21534,0,1,1,0.677
18051,116,9053,0,1,1,0.677
18052,116,2310,0,1,1,0.944
18053,116,5614,1,0,-1,-1.226
18054,116,21033,1,0,-1,-1.226
18055,116,1224,1,0,-1,-0.699
18056,116,699,2,0,-2,-4.074
18057,116,4483,0,2,2,1.485
18058,116,1411,1,1,0,0.129
18059,116,6225,1,8,7,8.552
18060,116,2261,0,1,1,0.818
18061,116,16744,0,1,1,0.89
18062,116,2220,1,3,2,-1.329
18063,116,2650,6,0,-6,-10.335
18064,116,10611,0,1,1,0.574
18065,116,5865,1,0,-1,-0.723
18066,116,33,4,1,-3,0.513
18067,116,2803,0,8,8,6.161
18068,116,3176,0,2,2,1.273
18069,116,10663,0,1,1,0.783
18070,116,10034,0,1,1,0.783
18071,116,3454,0,1,1,0.783
18072,116,1323,0,2,2,1.241
18073,116,2183,0,1,1,0.73
18074,116,11119,0,1,1,3.5
18075,116,10447,0,1,1,0.728
18076,116,17626,1,0,-1,-0.574
18077,116,13468,1,0,-1,-0.574
18078,116,951,0,4,4,2.878
18079,116,11966,0,2,2,4.303
18080,116,436,0,1,1,0.783
18081,116,5396,0,3,3,4.897
18082,116,10776,1,5,4,6.558
18083,116,7430,0,2,2,1.482
18084,116,25960,1,0,-1,-0.677
18085,116,9720,1,1,0,-0.062
18086,116,7932,0,1,1,0.594
18087,116,8041,1,0,-1,-0.759
18088,116,8039,1,0,-1,-0.759
18089,116,8040,2,1,-1,-1.559
18090,116,5022,1,7,6,8.001
18091,116,13822,0,3,3,2.426
18092,116,2234,5,5,0,3.567
18093,116,6073,1,1,0,0.158
18094,116,8547,0,1,1,0.951
18095,116,6190,1,1,0,0.416
18096,116,2221,0,1,1,0.951
18097,116,6144,0,2,2,1.795
18098,116,2759,0,1,1,0.264
18099,116,6221,5,0,-5,-5.462
18100,116,509,1,4,3,2.897
18101,116,23372,0,1,1,0.783
18102,116,13918,0,1,1,0.793
18103,116,23689,0,1,1,0.826
18104,116,5101,1,4,3,2.502
18105,116,16023,0,1,1,0.964
18106,116,3175,0,3,3,2.257
18107,116,5735,2,5,3,-0.389
18108,116,3145,0,4,4,3.305
18109,116,1698,3,4,1,-1.894
18110,116,18341,0,10,10,9.9
18111,116,19926,1,0,-1,-0.766
18112,116,23358,0,2,2,1.238
18113,116,3274,1,0,-1,-0.793
18114,116,3329,5,1,-4,-6.162
18115,116,13366,1,0,-1,-0.783
18116,116,22369,0,1,1,0.783
18117,116,2358,0,3,3,4.956
18118,116,9144,2,3,1,0.906
18119,116,3290,4,3,-1,-0.552
18120,116,21806,1,0,-1,-0.818
18121,116,2121,0,1,1,0.783
18122,116,2070,1,1,0,0.108
18123,116,32,0,2,2,1.664
18124,116,9114,0,6,6,4.722
18125,116,21790,1,0,-1,-0.512
18126,116,3513,3,0,-3,-1.931
18127,116,363,1,0,-1,-0.783
18128,116,970,8,6,-2,-2.882
18129,116,15682,2,0,-2,-1.279
18130,116,7817,0,2,2,4.265
18131,116,2185,13,11,-2,-5.117
18132,116,20103,1,0,-1,-0.462
18133,116,2066,1,0,-1,-0.462
18134,116,2766,0,7,7,7.81
18135,116,13143,1,0,-1,-0.699
18136,116,2856,1,1,0,0.084
18137,116,3514,0,5,5,6.246
18138,116,173,0,1,1,0.673
18139,116,4264,0,1,1,0.858
18140,116,6954,4,6,2,3.01
18141,116,76,0,1,1,3.5
18142,116,5371,0,1,1,0.47
18143,116,3447,5,4,-1,5.641
18144,116,0,2,3,1,0.803
18145,116,6189,5,3,-2,-1.41
18146,116,7214,0,12,12,16.633
18147,116,14092,0,1,1,0.541
18148,116,1754,0,11,11,11.808
18149,116,950,0,3,3,1.357
18150,116,9827,1,7,6,4.22
18151,116,17504,1,7,6,3.763
18152,116,2525,0,9,9,11.186
18153,116,2979,4,5,1,0.614
18154,116,20,6,12,6,2.855
18155,116,16571,0,1,1,0.783
18156,116,11503,0,1,1,3.5
18157,116,1105,0,11,11,8.858
18158,116,1261,1,5,4,2.752
18159,116,321,4,4,0,6.92
18160,116,2854,17,29,12,5.552
18161,116,459,7,12,5,1.97
18162,116,15487,0,1,1,0.913
18163,116,15363,0,1,1,0.617
18164,116,2072,3,0,-3,-2.096
18165,116,949,0,2,2,1.284
18166,116,577,19,15,-4,-2.183
18167,116,11510,0,5,5,3.604
18168,116,12931,2,4,2,1.207
18169,116,5800,0,2,2,1.377
18170,116,512,11,18,7,9.224
18171,116,5115,12,3,-9,-3.545
18172,116,3208,0,3,3,3.14
18173,116,17,10,31,21,21.167
18174,116,2946,2,1,-1,1.875
18175,116,2937,21,19,-2,-2.455
18176,116,10038,0,3,3,1.819
18177,116,10255,0,7,7,10.31
18178,116,1213,4,4,0,0.471
18179,116,4263,4,27,23,23.795
18180,116,10280,0,1,1,0.545
18181,116,4902,0,1,1,0.932
18182,116,8791,0,2,2,1.391
18183,116,635,2,19,17,19.997
18184,116,6515,3,7,4,7.512
18185,116,6095,0,2,2,1.481
18186,116,268,0,1,1,3.5
18187,116,12863,0,1,1,0.926
18188,116,3395,4,13,9,6.548
18189,117,512,0,2,2,1.625
18190,117,13507,1,0,-1,-0.497
18191,117,35789,0,1,1,0.577
18192,117,3329,1,0,-1,-0.577
18193,117,6954,0,1,1,0.577
18194,117,2938,0,1,1,3.5
18195,117,2234,1,0,-1,-0.818
18196,117,6515,0,1,1,3.5
18197,117,4278,0,1,1,0.783
18198,117,23795,0,1,1,0.793
18199,117,2810,0,2,2,1.305
18200,117,20,0,1,1,0.783
18201,117,2981,0,1,1,1.261
18202,117,459,0,1,1,0.786
18203,117,444,1,0,-1,-0.601
18204,117,10663,0,1,1,0.574
18205,117,3499,0,1,1,0.574
18206,117,1736,0,1,1,0.574
18207,117,117,0,1,1,0.574
18208,117,1117,0,1,1,0.885
18209,117,2854,1,0,-1,-0.574
18210,117,7817,0,2,2,1.711
18211,117,6725,0,1,1,0.502
18212,117,4483,0,1,1,0.656
18213,117,3315,0,1,1,0.692
18214,117,1105,0,2,2,0.915
18215,117,1706,0,1,1,0.819
18216,117,7214,0,3,3,1.998
18217,117,6189,1,0,-1,-0.798
18218,117,2310,0,1,1,1.07
18219,117,4361,1,1,0,0.053
18220,117,5115,1,0,-1,-0.462
18221,117,2066,1,0,-1,-0.462
18222,117,20103,1,0,-1,-0.462
18223,117,2937,1,2,1,-1.908
18224,117,19348,0,1,1,0.826
18225,117,4263,0,1,1,0.574
18226,117,4167,0,6,6,6.233
18227,117,2191,0,1,1,0.577
18228,117,17,1,3,2,1.188
18229,117,3395,0,1,1,0.705
18230,117,6785,0,1,1,0.692
18231,117,6065,0,1,1,0.65
18232,117,2185,0,3,3,2.347
18233,117,577,2,2,0,-0.536
18234,117,2979,0,2,2,1.41
18235,117,13865,0,1,1,0.666
18236,117,3080,0,1,1,1.043
18237,117,12069,1,0,-1,-3.5
18238,117,0,0,1,1,0.791
18239,118,2234,0,1,1,0.818
18240,118,8803,0,1,1,0.818
18241,118,6221,1,0,-1,-1.519
18242,118,3080,1,0,-1,-0.885
18243,118,577,0,2,2,1.713
18244,118,2185,0,1,1,0.864
18245,119,8911,1,0,-1,-0.777
18246,119,35838,1,0,-1,-0.797
18247,119,35843,1,0,-1,-0.797
18248,119,13547,1,0,-1,-0.512
18249,119,2938,0,1,1,3.5
18250,119,1852,0,1,1,0.872
18251,119,411,0,1,1,0.783
18252,119,1213,0,1,1,0.783
18253,119,3053,0,1,1,0.699
18254,119,5735,1,0,-1,-0.511
18255,119,1116,0,1,1,0.784
18256,119,2525,0,1,1,0.783
18257,119,21317,0,1,1,0.783
18258,119,6954,0,1,1,0.783
18259,119,34289,0,1,1,0.574
18260,119,3991,0,1,1,0.783
18261,119,1835,0,1,1,1.248
18262,119,14995,1,0,-1,-0.944
18263,119,4009,0,1,1,0.508
18264,119,951,0,1,1,0.692
18265,119,9745,0,1,1,0.511
18266,119,5930,0,2,2,1.179
18267,119,2347,0,1,1,0.885
18268,119,12069,1,0,-1,-1.248
18269,119,11391,0,1,1,0.928
18270,119,1754,0,1,1,0.885
18271,119,12070,0,1,1,0.713
18272,119,9144,0,1,1,0.975
18273,119,9008,1,0,-1,-0.511
18274,119,6071,0,1,1,0.478
18275,119,6065,0,1,1,1.226
18276,119,6515,0,1,1,1.226
18277,119,13026,0,1,1,0.783
18278,119,1411,0,1,1,0.783
18279,119,2650,0,1,1,0.783
18280,119,32168,0,1,1,0.789
18281,119,577,0,1,1,0.789
18282,119,13118,0,1,1,0.52
18283,119,13140,0,1,1,0.52
18284,119,1106,0,4,4,5.63
18285,119,321,0,1,1,3.5
18286,119,11973,0,1,1,0.89
18287,119,3315,0,1,1,0.692
18288,119,20,1,3,2,1.657
18289,119,6777,0,1,1,0.577
18290,119,4167,1,1,0,0.208
18291,119,5614,0,1,1,0.783
18292,119,0,0,4,4,2.874
18293,119,436,0,2,2,2.362
18294,119,3080,1,0,-1,-0.885
18295,119,27007,1,0,-1,-0.783
18296,119,2183,0,1,1,3.5
18297,119,2322,0,1,1,3.5
